task_id	endpoint_family	parameter_semantics	normalized_unit	strict_modelable	size_bin	n	unique_values	min	p01	p05	p25	median	p75	p95	p99	max	mean	sd	iqr	mad	top_value_fraction	zero_count	negative_count	positive_count	tukey_outlier_count	assay_family	hard_conflict_rows	helm_representation_rows	largest_source_fraction	parameter_basis	research_modelable	semantic_signature	sequence_representation_rows	smiles_representation_rows	target_transform	unique_identities	unique_sources
mlv1.t1_2.regression.plasma_serum_stability.3dc7cc461bce9d3b	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""pig""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.4003b19ff18d2ff5	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	-0.677780705266	-0.665843529313	-0.618094825502	-0.379351306445	-0.0809219076239	0.051884761597	0.158130096974	0.179379164049	0.184691430818	-0.191337060691	0.441710511422	0.431236068042	0.265613338442	0.333333333333	0	2	1	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_lc_hrms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.447155a44ccd6166	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	-1.02996322338	-1.0193519119	-0.976906665985	-0.764680436405	-0.499397649431	-0.477664802541	-0.460278525028	-0.456801269526	-0.45593195565	-0.661764276154	0.319609394712	0.287015633865	0.043465693781	0.333333333333	0	3	0	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""blood"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.45bc69ee6e3dc687	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-0.0563406351711	-0.0563406351711	-0.0563406351711	-0.0563406351711	-0.0563406351711	-0.0563406351711	-0.0563406351711	-0.0563406351711	-0.0563406351711	-0.0563406351711	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""mass_spectrometry"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""cynomolgus_monkey""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.4dbc994f74638450	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-0.933053210369	-0.933053210369	-0.933053210369	-0.933053210369	-0.933053210369	-0.933053210369	-0.933053210369	-0.933053210369	-0.933053210369	-0.933053210369	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_antibody_competition_assay"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.5530973c1db3693d	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	0.981365509079	0.981365509079	0.981365509079	0.981365509079	0.981365509079	0.981365509079	0.981365509079	0.981365509079	0.981365509079	0.981365509079	0	0	0	1	0	0	1	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""bovine""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.5679848ff73da5d2	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	2.0170333393	2.0170333393	2.0170333393	2.0170333393	2.0170333393	2.0170333393	2.0170333393	2.0170333393	2.0170333393	2.0170333393	0	0	0	1	0	0	1	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""lc_ms_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""cynomolgus_monkey""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.5854a9185b5cb517	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-0.732828271597	-0.732828271597	-0.732828271597	-0.732828271597	-0.732828271597	-0.732828271597	-0.732828271597	-0.732828271597	-0.732828271597	-0.732828271597	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""blood"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.5e3b7e7d9f53550b	T1/2	plasma_serum_stability	log10(h)	false	10-29	16	15	-0.52287874528	-0.432569746581	-0.0713337517843	0.663547361334	0.958384842142	1.22235396105	1.50366385288	1.5399353802	1.54900326203	0.854824628019	0.574642802472	0.558806599711	0.274135475548	0.125	0	1	15	1	plasma_serum_stability	0	0	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""monkey_unspecified""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	16	0	log10	16	1
mlv1.t1_2.regression.plasma_serum_stability.60643cbfecc98e61	T1/2	plasma_serum_stability	log10(h)	false	5-9	7	7	-1.1446827948	-1.13973070152	-1.11992232838	-0.985533718701	-0.805023396784	-0.588045629528	-0.152589273798	-0.00809487587949	0.0280287236002	-0.724119452063	0.394754170748	0.397488089173	0.230992129056	0.142857142857	0	6	1	1	plasma_serum_stability	0	7	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_spectrophotometry"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	7	1
mlv1.t1_2.regression.plasma_serum_stability.60f88f5e4fecd44e	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	0.301029995664	0.301029995664	0.301029995664	0.301029995664	0.301029995664	0.301029995664	0.301029995664	0.301029995664	0.301029995664	0.301029995664	0	0	0	1	0	0	1	0	plasma_serum_stability	0	0	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""mass_spectrometry"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	1	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.6d999639129c1772	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	-0.234083206033	-0.233143274779	-0.229383549765	-0.210584924695	-0.187086643357	-0.156012689983	-0.131153527283	-0.126181694743	-0.124938736608	-0.182036195333	0.0547472288838	0.0545722347125	0.046996562676	0.333333333333	0	3	0	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""lc_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.6fec66f6cc143138	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-0.0655015487564	-0.0655015487564	-0.0655015487564	-0.0655015487564	-0.0655015487564	-0.0655015487564	-0.0655015487564	-0.0655015487564	-0.0655015487564	-0.0655015487564	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""mass_spectrometry"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.7246222f4822ca59	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	0.380211241712	0.380211241712	0.380211241712	0.380211241712	0.380211241712	0.380211241712	0.380211241712	0.380211241712	0.380211241712	0.380211241712	0	0	0	1	0	0	1	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""radioimmunoassay"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.753cd9c3fa61bd5c	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	0.43933269383	0.43933269383	0.43933269383	0.43933269383	0.43933269383	0.43933269383	0.43933269383	0.43933269383	0.43933269383	0.43933269383	0	0	0	1	0	0	1	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_1h_nmr"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.7543223453c8f016	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	2	-1.17609125906	-1.17609125906	-1.17609125906	-1.17609125906	-1.17609125906	-0.369699330698	0.275414211992	0.40443692053	0.436692597664	-0.638496640152	0.931141193824	0.806391928362	0	0.666666666667	0	2	1	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""mass_spectrometry"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.7d22a7b4ea773501	T1/2	plasma_serum_stability	log10(h)	false	2-4	2	2	-0.638272163982	-0.627338454751	-0.583603617825	-0.364929433197	-0.0915867024125	0.181756028372	0.400430213	0.444165049926	0.455098759157	-0.0915867024125	0.773129994104	0.54668546157	0.54668546157	0.5	0	1	1	0	plasma_serum_stability	0	2	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.plasma_serum_stability.831d3c489b438b7a	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	-0.823908740944	-0.820714724087	-0.807938656657	-0.74405831951	-0.664207898077	0.098065054247	0.707883416106	0.829847088478	0.860338006571	-0.20925954415	0.929733983559	0.842123373757	0.159700842867	0.333333333333	0	2	1	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uplc_ms"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.860a777be380b40b	T1/2	plasma_serum_stability	log10(h)	false	2-4	4	4	-1.57403126773	-1.56674012627	-1.53757556043	-1.39175273121	-1.32337323576	-1.18135275196	-0.858791550698	-0.794279310447	-0.778151250384	-1.24973224741	0.335916958963	0.210399979256	0.129139007625	0.25	0	4	0	1	plasma_serum_stability	0	4	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uplc_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	4	1
mlv1.t1_2.regression.plasma_serum_stability.863b732d65703e52	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	-1.47712125472	-1.46916245455	-1.43732725385	-1.27815125039	-1.07918124605	0.49450230785	1.75344915097	2.00523851959	2.06818586175	-0.16270554634	1.94222717998	1.77265355824	0.39794000867	0.333333333333	0	2	1	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""elisa"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.86ae9323cbc75f7b	T1/2	plasma_serum_stability	log10(h)	false	2-4	4	3	-2.21387981995	-2.21387981995	-2.21387981995	-2.21387981995	-1.84550053733	-1.04402281476	-0.00458655887045	0.203300692308	0.255272505103	-1.41240209738	1.16476896545	1.16985700519	0.368379282615	0.5	0	3	1	0	plasma_serum_stability	0	3	0.75	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	1	0	log10	4	2
mlv1.t1_2.regression.plasma_serum_stability.8b2e415d2cbf8c1d	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	-1.30102999566	-1.29853122093	-1.288536122	-1.23856062736	-1.17609125906	-1.05457223471	-0.957357015238	-0.937913971343	-0.933053210369	-1.1367248217	0.187120324715	0.183988392646	0.1249387366	0.333333333333	0	3	0	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_functional_stability_assay"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.8e13e9ff5fd2c559	T1/2	plasma_serum_stability	log10(h)	false	10-29	27	26	-1.38021124171	-1.37152106528	-1.31560837946	-0.633133944702	0.113943352307	0.983841836021	1.34264445755	1.70422218197	1.81954393554	0.0987397749297	0.924053060986	1.61697578072	0.86696858547	0.0740740740741	0	13	14	0	plasma_serum_stability	0	24	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	3	log10	27	1
mlv1.t1_2.regression.plasma_serum_stability.8e2ca5eff8567fef	T1/2	plasma_serum_stability	log10(h)	false	2-4	2	2	1.38021124171	1.38322154167	1.39526274149	1.45546874063	1.53072623955	1.60598373846	1.6661897376	1.67823093742	1.68124123738	1.53072623955	0.212860351279	0.150514997835	0.150514997835	0.5	0	0	2	0	plasma_serum_stability	0	2	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""elisa"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.plasma_serum_stability.8fd0bfc715bfe649	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-0.761117911085	-0.761117911085	-0.761117911085	-0.761117911085	-0.761117911085	-0.761117911085	-0.761117911085	-0.761117911085	-0.761117911085	-0.761117911085	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.90dd685c7cab2ddd	T1/2	plasma_serum_stability	log10(h)	false	5-9	7	6	-0.115393418702	-0.0770970888631	0.0760882304926	0.52287874528	0.790050473683	1.09273959769	1.2005240046	1.21056466117	1.21307482531	0.731281223746	0.46778352961	0.569860852405	0.267171728403	0.285714285714	0	1	6	0	plasma_serum_stability	0	2	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""lc_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""minipig""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	5	log10	7	1
mlv1.t1_2.regression.plasma_serum_stability.9849994e9d8e4aff	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	0.138302698166	0.138302698166	0.138302698166	0.138302698166	0.138302698166	0.138302698166	0.138302698166	0.138302698166	0.138302698166	0.138302698166	0	0	0	1	0	0	1	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""mass_spectrometry"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.a595c1178c113a07	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	0.645422269349	0.649415784762	0.665389846416	0.745260154682	0.845098040014	1.3116246452	1.68484592934	1.75949018617	1.77815125038	1.08955718658	0.604639513985	0.566364490515	0.199675770665	0.333333333333	0	0	3	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""lc_ms_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.a65074daa324a76e	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	0	0	0	1	0	0	1	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""blood"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.a7e2a583ea2b8409	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	-0.0322960552099	-0.0302876542651	-0.022254050486	0.0179139684094	0.0681239920286	0.2966708091	0.479508262758	0.516075753489	0.525217626172	0.187015187664	0.297164455364	0.278756840691	0.100420047239	0.333333333333	0	1	2	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.a7ea702eec3f3d2a	T1/2	plasma_serum_stability	log10(h)	false	10-29	13	12	-1.65757731918	-1.47366068927	-0.737994169637	-0.0457574905607	0.606506762079	0.991226075692	1.33786259714	1.3717415128	1.38021124171	0.440506388433	0.801739012437	1.03698356625	0.384719313613	0.153846153846	0	4	9	1	plasma_serum_stability	0	8	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	5	log10	10	1
mlv1.t1_2.regression.plasma_serum_stability.ab21c35b0c0fc181	T1/2	plasma_serum_stability	log10(h)	false	2-4	4	4	-1.55284196866	-1.52659013076	-1.42158277915	-0.896546021114	-0.129739706973	0.458385770982	0.554588522171	0.573829072409	0.578639209968	-0.308420543159	1.00000187399	1.3549317921	0.628209957617	0.25	0	2	2	0	plasma_serum_stability	0	4	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_glo_sensor_transfected_a0ae5f4f"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	4	1
mlv1.t1_2.regression.plasma_serum_stability.b06e195dbb3a78eb	T1/2	plasma_serum_stability	log10(h)	false	5-9	7	7	-0.301029995664	-0.299000454027	-0.290882287478	-0.248176145035	-0.00568284733036	0.116074565186	0.155349889491	0.164608568374	0.166923238095	-0.0577132520852	0.202630073541	0.364250710221	0.172606085425	0.142857142857	0	4	3	0	plasma_serum_stability	0	2	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	5	log10	7	1
