task_id	endpoint_family	parameter_semantics	normalized_unit	strict_modelable	size_bin	n	unique_values	min	p01	p05	p25	median	p75	p95	p99	max	mean	sd	iqr	mad	top_value_fraction	zero_count	negative_count	positive_count	tukey_outlier_count	assay_family	hard_conflict_rows	helm_representation_rows	largest_source_fraction	parameter_basis	research_modelable	semantic_signature	sequence_representation_rows	smiles_representation_rows	target_transform	unique_identities	unique_sources
mlv1.t1_2.regression.systemic_terminal_pk.d07f0d47f8216e56	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	-0.116338564846	-0.116338564846	-0.116338564846	-0.116338564846	-0.116338564846	-0.116338564846	-0.116338564846	-0.116338564846	-0.116338564846	-0.116338564846	0	0	0	1	0	1	0	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""other_intraperitonial_injection_t_22b464a0"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.d0c40a86ad66d4b5	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	2.10890312767	2.10890312767	2.10890312767	2.10890312767	2.10890312767	2.10890312767	2.10890312767	2.10890312767	2.10890312767	2.10890312767	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""elisa"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""sc"",""species"":""dog""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.d21e2799baa31b3e	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	0	1	0	0	systemic_terminal_pk	0	0	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""other_intravenously_injected_to_r_b6d2e021"",""protease"":""not_applicable"",""route"":""iv"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	1	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.d3c0f5cae80dc72a	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	1.43360984332	1.43360984332	1.43360984332	1.43360984332	1.43360984332	1.43360984332	1.43360984332	1.43360984332	1.43360984332	1.43360984332	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_ivis_at_750_780_nm"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""iv"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.d506c96e68f4957d	T1/2	systemic_terminal_pk	log10(h)	false	2-4	3	3	-0.161150909263	-0.13771341377	-0.0439634317977	0.424786478063	1.01072386539	1.61593859367	2.10011037629	2.19694473282	2.22115332195	1.02357542603	1.19120411117	1.19115211561	1.17187477465	0.333333333333	0	1	2	0	systemic_terminal_pk	0	3	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""elisa"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""sc"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.systemic_terminal_pk.d614b0e6250f479a	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	1.43136376416	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""elisa"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""iv"",""species"":""rabbit""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.d7391141b76993fb	T1/2	systemic_terminal_pk	log10(h)	false	2-4	4	4	-0.142667503569	-0.0935211483354	0.103064272599	1.08599137727	1.5277254813	1.56572966227	1.57970495163	1.5825000095	1.58319877397	1.12399555825	0.845255357679	0.479738285002	0.04382721821	0.25	0	1	3	1	systemic_terminal_pk	0	4	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""fluorescence"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""sc"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	4	1
mlv1.t1_2.regression.systemic_terminal_pk.db6cfbeb08dcc573	T1/2	systemic_terminal_pk	log10(h)	false	5-9	7	7	0.146128035678	0.14993125441	0.165144129338	0.309724068937	0.661812685537	0.800257751412	0.91462388105	0.92234820506	0.924279286062	0.564597663997	0.314081368353	0.490533682475	0.251879562206	0.142857142857	0	0	7	0	systemic_terminal_pk	0	7	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""sc"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	7	1
mlv1.t1_2.regression.systemic_terminal_pk.dba0e5cedd143d8e	T1/2	systemic_terminal_pk	log10(h)	false	5-9	6	6	-0.778151250384	-0.752825998764	-0.651524992283	-0.215174036124	0.18377113676	0.46116588206	0.8757304425	0.982026225908	1.00860017176	0.133911038606	0.630800678466	0.676339918185	0.37438373635	0.166666666667	0	3	3	0	systemic_terminal_pk	0	5	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""elisa"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""sc"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	1	log10	6	1
mlv1.t1_2.regression.systemic_terminal_pk.dbd95bd80f2a59ff	T1/2	systemic_terminal_pk	log10(h)	false	2-4	2	2	-0.50168944621	-0.500932239071	-0.497903410513	-0.482759267725	-0.463829089241	-0.444898910757	-0.429754767969	-0.426725939411	-0.425968732272	-0.463829089241	0.0535426303018	0.037860356969	0.037860356969	0.5	0	2	0	0	systemic_terminal_pk	0	2	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""iv"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.systemic_terminal_pk.dc766009e80c529d	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	0.52287874528	0.52287874528	0.52287874528	0.52287874528	0.52287874528	0.52287874528	0.52287874528	0.52287874528	0.52287874528	0.52287874528	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""radioimmunoassay"",""matrix"":""blood"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.de46eadd3bc75321	T1/2	systemic_terminal_pk	log10(h)	false	2-4	3	3	-1.36317790241	-1.36193494427	-1.35696311173	-1.33210394903	-1.30102999566	-0.987688762544	-0.737015776051	-0.686881178753	-0.674347529428	-1.11285180917	0.381025055724	0.344415186491	0.06214790675	0.333333333333	0	3	0	0	systemic_terminal_pk	0	3	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""other_infused_in_pulmonary_artery_bb7433c0"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.systemic_terminal_pk.def5b15e5cc47cfe	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	0.462397997899	0.462397997899	0.462397997899	0.462397997899	0.462397997899	0.462397997899	0.462397997899	0.462397997899	0.462397997899	0.462397997899	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""radioimmunoassay"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""iv"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.e19632997e5ff9e8	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	1.12385164097	1.12385164097	1.12385164097	1.12385164097	1.12385164097	1.12385164097	1.12385164097	1.12385164097	1.12385164097	1.12385164097	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""other_n_a_n_a"",""protease"":""not_applicable"",""route"":""sc"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.e1eb1aaf249f8d54	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	-0.301029995664	-0.301029995664	-0.301029995664	-0.301029995664	-0.301029995664	-0.301029995664	-0.301029995664	-0.301029995664	-0.301029995664	-0.301029995664	0	0	0	1	0	1	0	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_plasma_stability_assay"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.e28bd1cff785ee4f	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	-0.173925197299	-0.173925197299	-0.173925197299	-0.173925197299	-0.173925197299	-0.173925197299	-0.173925197299	-0.173925197299	-0.173925197299	-0.173925197299	0	0	0	1	0	1	0	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_radioiodination_assay"",""matrix"":""blood"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.e63e9ef809e7c233	T1/2	systemic_terminal_pk	log10(h)	false	2-4	3	3	-0.36653154442	-0.357617288611	-0.321960265373	-0.143675149186	0.0791812460476	0.366196879911	0.595809387002	0.64173188842	0.653212513775	0.121954071801	0.511215827242	0.509872029098	0.445712790468	0.333333333333	0	1	2	0	systemic_terminal_pk	0	3	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uplc_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""iv"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.systemic_terminal_pk.e78ac1e93903d172	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	0.2749271931	0.2749271931	0.2749271931	0.2749271931	0.2749271931	0.2749271931	0.2749271931	0.2749271931	0.2749271931	0.2749271931	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""other_patients_with_severe_renal_672594ef"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.eaa5400b7a33c433	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	-1.57403126773	-1.57403126773	-1.57403126773	-1.57403126773	-1.57403126773	-1.57403126773	-1.57403126773	-1.57403126773	-1.57403126773	-1.57403126773	0	0	0	1	0	1	0	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_kinetic_assay"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.eafb88ef62b5f66f	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	-1.24667233334	-1.24667233334	-1.24667233334	-1.24667233334	-1.24667233334	-1.24667233334	-1.24667233334	-1.24667233334	-1.24667233334	-1.24667233334	0	0	0	1	0	1	0	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_western_blotting"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.ed41a07822e30c04	T1/2	systemic_terminal_pk	log10(h)	false	5-9	7	5	0.119475840907	0.122872765996	0.136460466352	0.176091259056	0.301029995664	0.384195706548	0.521056056274	0.539465646735	0.54406804435	0.297878258875	0.158558815472	0.208104447492	0.124938736608	0.285714285714	0	0	7	0	systemic_terminal_pk	0	3	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""mass_spectrometry"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	4	log10	7	1
mlv1.t1_2.regression.systemic_terminal_pk.edb48d272f432ed2	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	1.46834733041	1.46834733041	1.46834733041	1.46834733041	1.46834733041	1.46834733041	1.46834733041	1.46834733041	1.46834733041	1.46834733041	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_flurorescence_assay"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""iv"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.ef0c3ddb23e8acc1	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	-0.0879551703551	-0.0879551703551	-0.0879551703551	-0.0879551703551	-0.0879551703551	-0.0879551703551	-0.0879551703551	-0.0879551703551	-0.0879551703551	-0.0879551703551	0	0	0	1	0	1	0	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""lc_ms"",""matrix"":""other_sprague_dawley_rats_brain_d_75c7c181"",""protease"":""not_applicable"",""route"":""iv"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.ef35c285bbc2a985	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	-1.38021124171	-1.38021124171	-1.38021124171	-1.38021124171	-1.38021124171	-1.38021124171	-1.38021124171	-1.38021124171	-1.38021124171	-1.38021124171	0	0	0	1	0	1	0	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""radioimmunoassay"",""matrix"":""other_intravenous_bolus_injection_7becd90f"",""protease"":""not_applicable"",""route"":""iv"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.ef787f55f520e01b	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	0.204119982656	0.204119982656	0.204119982656	0.204119982656	0.204119982656	0.204119982656	0.204119982656	0.204119982656	0.204119982656	0.204119982656	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""blood"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.f1e69576953d2563	T1/2	systemic_terminal_pk	log10(h)	false	2-4	4	4	-0.130768280269	-0.128217956578	-0.118016661813	-0.0670101879878	0.393375711073	0.836120515784	0.844788363173	0.846521932651	0.84695532502	0.375734616724	0.536933420628	0.903130703772	0.44635640779	0.25	0	2	2	0	systemic_terminal_pk	0	4	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""elisa"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""ip"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	4	1
mlv1.t1_2.regression.systemic_terminal_pk.f219633f8445e45d	T1/2	systemic_terminal_pk	log10(h)	false	2-4	2	2	1.70842090013	1.70848836471	1.70875822302	1.71010751456	1.71179412899	1.71348074342	1.71483003496	1.71509989327	1.71516735785	1.71179412899	0.0047704660028	0.00337322886	0.00337322886	0.5	0	0	2	0	systemic_terminal_pk	0	2	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_bca_protein_assay"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""sc"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.systemic_terminal_pk.f400daeb5c5ed86d	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	0.431578177633	0.431578177633	0.431578177633	0.431578177633	0.431578177633	0.431578177633	0.431578177633	0.431578177633	0.431578177633	0.431578177633	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""other_chorioallantoic_membrane_of_66545cc8"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.f4e4b55b051607d8	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	0.361727836018	0.361727836018	0.361727836018	0.361727836018	0.361727836018	0.361727836018	0.361727836018	0.361727836018	0.361727836018	0.361727836018	0	0	0	1	0	0	1	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""elisa"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""iv"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.systemic_terminal_pk.f5a386a03b424292	T1/2	systemic_terminal_pk	log10(h)	false	1	1	1	-1.77815125038	-1.77815125038	-1.77815125038	-1.77815125038	-1.77815125038	-1.77815125038	-1.77815125038	-1.77815125038	-1.77815125038	-1.77815125038	0	0	0	1	0	1	0	0	systemic_terminal_pk	0	1	1	elapsed_time	false	"{""assay_family"":""systemic_terminal_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_aptt_based_assay"",""matrix"":""cellular_matrix"",""protease"":""not_applicable"",""route"":""route_not_reported"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""systemic_terminal_pk"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
