data_layer	endpoint	partition	length_metric	length	representative_rows	member_rows
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	203	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	204	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	210	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	214	5	5
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	216	4	4
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	217	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	218	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	220	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	221	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	232	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	239	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	240	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	244	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	255	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	260	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	265	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	271	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	273	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	275	5	5
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	278	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	280	4	4
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	284	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	286	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	287	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	288	4	4
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	291	6	6
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	293	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	296	3	3
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	299	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	300	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	305	4	4
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	307	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	308	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	309	4	4
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	311	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	318	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	319	3	3
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	320	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	322	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	324	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	330	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	334	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	335	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	341	6	6
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	347	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	352	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	361	6	6
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	365	3	3
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	379	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	387	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	393	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	399	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	407	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	431	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	462	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	467	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	486	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	501	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	516	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	517	5	5
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	520	5	5
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	521	4	4
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	565	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	568	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	571	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	572	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	585	3	3
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	590	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	591	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	615	3	3
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	616	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	654	3	3
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	697	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	781	2	2
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	806	3	3
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	865	3	3
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	997	1	1
v15_training_deduplicated	__ALL__	all	raw_standard_20aa_residue_count	1706	1	1
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	2	2	2
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	3	3	3
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	4	4	4
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	5	4	4
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	6	1	1
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	7	1	1
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	8	3	3
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	9	3	3
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	10	3	3
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	11	2	2
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	12	1	1
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	13	2	2
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	14	1	1
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	19	7	7
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	21	2	2
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	23	2	2
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	27	2	2
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	28	4	4
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	31	1	1
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	34	1	1
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	36	3	3
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	37	1	1
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	38	4	4
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	39	3	3
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	40	2	2
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	41	3	3
v15_training_deduplicated	bbb_penetration	all	raw_standard_20aa_residue_count	50	2	2
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	3	1	1
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	4	2	2
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	5	23	23
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	6	10	10
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	7	8	8
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	8	17	17
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	9	30	30
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	10	45	45
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	11	36	36
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	12	108	108
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	13	37	37
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	14	22	22
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	15	53	53
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	16	80	80
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	17	19	19
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	18	63	63
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	19	14	14
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	20	28	28
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	21	15	15
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	22	23	23
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	23	12	12
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	24	6	6
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	25	6	6
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	26	11	11
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	27	18	18
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	28	9	9
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	29	6	6
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	30	8	8
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	32	1	1
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	33	2	2
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	34	9	9
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	35	2	2
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	36	2	2
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	37	4	4
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	38	3	3
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	39	1	1
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	41	1	1
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	42	1	1
v15_training_deduplicated	cell_penetration	all	raw_standard_20aa_residue_count	43	1	1
v15_training_deduplicated	cell_viability_percent	all	raw_standard_20aa_residue_count	9	1	1
v15_training_deduplicated	cell_viability_percent	all	raw_standard_20aa_residue_count	13	4	4
v15_training_deduplicated	cell_viability_percent	all	raw_standard_20aa_residue_count	14	1	1
v15_training_deduplicated	cell_viability_percent	all	raw_standard_20aa_residue_count	50	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	2	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	4	7	7
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	5	27	27
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	6	5	5
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	7	9	9
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	8	21	21
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	9	30	30
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	10	64	64
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	11	21	21
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	12	63	63
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	13	101	101
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	14	74	74
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	15	117	117
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	16	49	49
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	17	59	59
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	18	95	95
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	19	55	55
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	20	108	108
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	21	55	55
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	22	59	59
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	23	67	67
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	24	56	56
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	25	66	66
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	26	31	31
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	27	38	38
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	28	44	44
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	29	52	52
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	30	25	25
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	31	29	29
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	32	29	29
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	33	18	18
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	34	35	35
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	35	12	12
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	36	21	21
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	37	28	28
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	38	16	16
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	39	16	16
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	40	9	9
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	41	6	6
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	42	3	3
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	43	4	4
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	44	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	45	2	2
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	46	6	6
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	47	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	48	5	5
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	49	2	2
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	50	3	3
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	51	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	52	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	54	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	55	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	56	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	62	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	65	1	1
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	84	2	2
v15_training_deduplicated	cytotoxicity	all	raw_standard_20aa_residue_count	121	6	6
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	5	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	8	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	9	2	2
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	10	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	11	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	12	10	10
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	17	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	18	3	3
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	19	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	20	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	21	8	8
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	22	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	24	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	28	3	3
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	36	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	43	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	50	1	1
v15_training_deduplicated	cytotoxicity_cc50	all	raw_standard_20aa_residue_count	61	1	1
v15_training_deduplicated	cytotoxicity_ec50	all	raw_standard_20aa_residue_count	18	2	2
v15_training_deduplicated	cytotoxicity_ec50	all	raw_standard_20aa_residue_count	20	30	30
v15_training_deduplicated	cytotoxicity_hc50	all	raw_standard_20aa_residue_count	21	1	1
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	5	1	1
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	6	1	1
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	7	1	1
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	9	4	4
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	10	1	1
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	11	3	3
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	12	11	11
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	13	29	29
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	14	3	3
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	15	3	3
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	16	20	20
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	18	29	29
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	20	2	2
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	22	1	1
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	23	1	1
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	24	10	10
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	26	1	1
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	27	3	3
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	28	5	5
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	29	3	3
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	30	4	4
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	37	6	6
v15_training_deduplicated	cytotoxicity_ic50	all	raw_standard_20aa_residue_count	47	5	5
v15_training_deduplicated	cytotoxicity_lc50	all	raw_standard_20aa_residue_count	18	3	3
v15_training_deduplicated	cytotoxicity_lc50	all	raw_standard_20aa_residue_count	19	1	1
v15_training_deduplicated	cytotoxicity_lc50	all	raw_standard_20aa_residue_count	20	1	1
v15_training_deduplicated	cytotoxicity_lc50	all	raw_standard_20aa_residue_count	27	1	1
v15_training_deduplicated	cytotoxicity_lc50	all	raw_standard_20aa_residue_count	29	1	1
v15_training_deduplicated	cytotoxicity_lc50	all	raw_standard_20aa_residue_count	32	1	1
v15_training_deduplicated	cytotoxicity_lc50	all	raw_standard_20aa_residue_count	59	1	1
v15_training_deduplicated	cytotoxicity_lc50	all	raw_standard_20aa_residue_count	60	1	1
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	10	4	4
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	12	5	5
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	13	1	1
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	15	2	2
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	17	4	4
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	19	1	1
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	20	1	1
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	24	1	1
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	25	2	2
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	26	3	3
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	28	1	1
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	30	3	3
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	34	1	1
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	38	1	1
v15_training_deduplicated	cytotoxicity_percent	all	raw_standard_20aa_residue_count	42	8	8
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	10	1	1
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	12	5	5
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	15	3	3
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	16	1	1
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	17	2	2
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	18	1	1
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	20	2	2
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	25	1	1
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	42	2	2
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	50	1	1
v15_training_deduplicated	cytotoxicity_source_defined_binary	all	raw_standard_20aa_residue_count	63	1	1
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	2	2	2
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	3	4	4
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	4	8	8
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	5	35	35
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	6	67	67
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	7	167	167
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	8	52	52
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	9	179	179
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	10	119	119
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	11	57	57
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	12	187	187
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	13	54	54
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	14	27	27
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	15	78	78
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	16	88	88
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	17	20	20
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	18	63	63
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	19	21	21
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	20	51	51
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	21	17	17
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	22	26	26
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	23	14	14
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	24	11	11
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	25	6	6
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	26	11	11
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	27	21	21
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	28	13	13
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	29	6	6
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	30	8	8
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	31	2	2
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	32	2	2
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	33	2	2
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	34	10	10
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	35	2	2
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	36	5	5
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	37	5	5
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	38	7	7
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	39	4	4
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	40	2	2
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	41	4	4
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	42	1	1
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	43	1	1
v15_training_deduplicated	drug_delivery	all	raw_standard_20aa_residue_count	50	2	2
v15_training_deduplicated	general toxicity	all	raw_standard_20aa_residue_count	4	28	28
v15_training_deduplicated	general toxicity	all	raw_standard_20aa_residue_count	5	22	22
v15_training_deduplicated	general toxicity	all	raw_standard_20aa_residue_count	6	58	58
v15_training_deduplicated	general toxicity	all	raw_standard_20aa_residue_count	7	78	78
